queue_position,video_id,upload_date,final_caption,original_caption,was_translated,views,duration_s,sort_ts
880,7199405861159046405,2023-02-12,I love this place 🇵🇹 #Nazare #skimboard #shorebreak #portugal,I love this place 🇵🇹 #Nazare #skimboard #shorebreak #portugal,0,18800,9,1676242304
881,7199737433410358534,2023-02-13,One of the most perfect conditions I’ve seen so far 🌊 thanks for the clip @lucasjavabrito 🫶🏼 #skimboarding #bigwaves,One of the most perfect conditions I’ve seen so far 🌊 thanks for the clip @lucasjavabrito 🫶🏼 #skimboarding #bigwaves,0,33200,20,1676319504
882,7200073019866320133,2023-02-14,This one got me stoked 🥰 #skimboarding #shorebreak #wave,This one got me stoked 🥰 #skimboarding #shorebreak #wave,0,2000000,12,1676397640
883,7200455625338309894,2023-02-15,It’s always a mystery #skimboarding #shorebreak #360camera,It’s always a mystery #skimboarding #shorebreak #360camera,0,34200,11,1676486722
884,7200824524412177670,2023-02-16,I never thought it would end that way #skimboarding #shorebreak,I never thought it would end that way #skimboarding #shorebreak,0,1600000,9,1676572612
885,7201171757250727174,2023-02-17,The POV just got a lot more fun with this thing #skimboarding #shorebreak #360camera,The POV just got a lot more fun with this thing #skimboarding #shorebreak #360camera,0,21400,14,1676653459
886,7201580650984459525,2023-02-18,Dodging rocks 🪨 #skimboarding #shorebreak #wave,Dodging rocks 🪨 #skimboarding #shorebreak #wave,0,34400,12,1676748662
887,7201935916603149573,2023-02-19,Decided to take the skimboard to the forest 🌳 should I do it again? 🤔#skimboarding #forest #floresta,Decidi levar o skimboard para a floresta 🌳 será que repito? 🤔#skimboarding #forest #floresta,1,264600,13,1676831379
888,7202284104019217670,2023-02-20,Sometimes you just need to send it! @wearestarryeyes #jetlag #skimboarding #shorebreak,Sometimes you just need to send it! @wearestarryeyes #jetlag #skimboarding #shorebreak,0,33500,21,1676912447
889,7202662150257593606,2023-02-21,One of my favorite spots of all time 🥰 #skimboarding #shorebreak,One of my favorite spots of all time 🥰 #skimboarding #shorebreak,0,35600,7,1677000467
890,7203032344687643910,2023-02-22,One of the best conditions I’ve seen! Waves were insane #skimboarding #bigwaves #laydown,One of the best conditions I’ve seen! Waves were insane #skimboarding #bigwaves #laydown,0,41300,13,1677086660
891,7203438290744134918,2023-02-23,Respondendo a @Td my favorite type of constructions 🥰 #skimboarding #shorebreak,Respondendo a @Td my favorite type of constructions 🥰 #skimboarding #shorebreak,0,66400,12,1677181177
892,7203786027121642757,2023-02-24,I challenged my friends @Lucas Chumbo and @Justine Dupont to try my @Exile Skimboards and they killed it!! Wanna see more of that guys 🤪 #skimboarding #bigwaves #bigwavesskimboarding,I challenged my friends @Lucas Chumbo and @Justine Dupont to try my @Exile Skimboards and they killed it!! Wanna see more of that guys 🤪 #skimboarding #bigwaves #bigwavesskimboarding,0,217400,19,1677262140
893,7204164409432739078,2023-02-25,Best way to explore the coast 🏄🏼‍♂️ #skimboard #shorebreak,Best way to explore the coast 🏄🏼‍♂️ #skimboard #shorebreak,0,72800,19,1677350240
894,7204557828219079942,2023-02-26,Endless liner for lunch 😋 #skimboarding #shorebreak #liner,Endless liner for lunch 😋 #skimboarding #shorebreak #liner,0,367800,15,1677441840
895,7204907344302542086,2023-02-27,The mud at the end 😂 #skimboarding #skimeverything #forest,The mud at the end 😂 #skimboarding #skimeverything #forest,0,389700,15,1677523218
896,7205270990429883653,2023-02-28,Am I too late for this one? #wipeout #bigwaves #jetski #dumbwaystodye,Am I too late for this one? #wipeout #bigwaves #jetski #dumbwaystodye,0,65500,7,1677607886
897,7205638658668498181,2023-03-01,And I still don’t know which perspective is the best for my waves 🤔 #skimboarding #bigwaves #perspective,And I still don’t know which perspective is the best for my waves 🤔 #skimboarding #bigwaves #perspective,0,33500,12,1677693491
898,7206004464690515206,2023-03-02,Sometimes I fly like a 🐝 #skimboarding #shorebreak,Às vezes eu voo como uma 🐝 #skimboarding #shorebreak,1,37600,12,1677778662
899,7206415481748737286,2023-03-03,Lil nugget for breakfast 🥰 #skimboarding #bigwave #barrel,Lil nugget for breakfast 🥰 #skimboarding #bigwave #barrel,0,71100,11,1677874359
900,7206766711352167685,2023-03-04,Sliding to barrel 🥰 #duckyneptune #charlie #skimboarding #shorebreak,Sliding to barrel 🥰 #duckyneptune #charlie #skimboarding #shorebreak,0,369400,13,1677956135
901,7207128798767238405,2023-03-05,The place where magic happens #walkthrough #bigwaves #towing #surf #skimboarding,The place where magic happens #walkthrough #bigwaves #towing #surf #skimboarding,0,134900,206,1678040441
902,7207493516769922309,2023-03-06,Replying to @ArturGabrielPrimo Portuguese version for you guys 🫶🏼,Respondendo a @ArturGabrielPrimo versão portuguesa para vocês 🫶🏼,1,338400,205,1678125359
903,7207886027778772230,2023-03-07,Almost reached the boat ⛵️ #skimboarding #slide,Almost reached the boat ⛵️ #skimboarding #slide,0,279400,15,1678216756
904,7208219891546000645,2023-03-08,Liners for brunch 😋 #skimboarding #shorebreak,Liners for brunch 😋 #skimboarding #shorebreak,0,190200,14,1678294481
905,7208586173810232581,2023-03-09,"The swell was too good, had to do it #skimboarding #bigwaves #tsunami","The swell was too good, had to do it #skimboarding #bigwaves #tsunami",0,395300,17,1678379762
906,7209009717241236741,2023-03-10,Hometown session 🥰 #skimboarding #shorebreak #3shuv,Hometown session 🥰 #skimboarding #shorebreak #3shuv,0,67900,7,1678478376
907,7209381084713192709,2023-03-11,Getting ready to take on the giant waves of Nazaré 🌊 #skimboarding #ondasgigantes #towing,Preparação para enfrentar as ondas gigantes da Nazaré 🌊 #skimboarding #ondasgigantes #towing,1,382100,106,1678564842
908,7209758893826690309,2023-03-12,He got a big one 🏄🏼‍♂️😂 #fishing #surf #skimboarding,He got a big one 🏄🏼‍♂️😂 #fishing #surf #skimboarding,0,511900,35,1678652806
909,7210101507386002694,2023-03-13,Everything but the right answer #skimboarding #trick #shorebreak,Everything but the right answer #skimboarding #trick #shorebreak,0,108600,6,1678732578
910,7210483365345103109,2023-03-14,Slide and back for lunch 😋 #skimboarding #shorebreak #slide,Slide and back for lunch 😋 #skimboarding #shorebreak #slide,0,549600,13,1678821487
911,7210862404568141062,2023-03-15,Can’t get enough of this routine 🥰 #skimboarding #session #shorebreak #beachcleaning,Can’t get enough of this routine 🥰 #skimboarding #session #shorebreak #beachcleaning,0,54800,82,1678909738
912,7211225700186082566,2023-03-16,How to skimboard - The secret of the sport #skimboarding #tutorial #skimboardtutorial #howtoskimboard,How to skimboard - The secret of the sport #skimboarding #tutorial #skimboardtutorial #howtoskimboard,0,535500,302,1678994324
913,7211612458170060037,2023-03-17,Can you see any difference from the surf boards in the back? 🤔 #skimboarding #bigwaves #towing,Can you see any difference from the surf boards in the back? 🤔 #skimboarding #bigwaves #towing,0,370200,19,1679084373
914,7211952797242117381,2023-03-18,Slideeee till you make it 😌 #skimbording #shorebreak #slide #wave,Slideeee till you make it 😌 #skimbording #shorebreak #slide #wave,0,547800,13,1679163616
915,7212337829563616517,2023-03-19,I was missing some barrels 🥰 #skimboarding #barrel #shorebreak,I was missing some barrels 🥰 #skimboarding #barrel #shorebreak,0,468100,11,1679253264
916,7212669992800750853,2023-03-20,The fundamentals of skimboard #skimboarding #tutorial #regular #goofy,The fundamentals of skimboard #skimboarding #tutorial #regular #goofy,0,162300,37,1679330600
917,7213074094688931078,2023-03-21,This one made me slide a bit #skimboarding #shorebreak #slide,This one made me slide a bit #skimboarding #shorebreak #slide,0,273900,12,1679424688
918,7213434242921991430,2023-03-22,Someone called it ✨ #skimboarding #shine #wave #shorebreak #slide,Someone called it ✨ #skimboarding #shine #wave #shorebreak #slide,0,99100,12,1679508541
919,7213822098660265222,2023-03-23,"The shorebreak caught this seagull and she almost didn’t make it, glad that we were there to save her #seagull #shorebreak #rescue","The shorebreak caught this seagull and she almost didn’t make it, glad that we were there to save her #seagull #shorebreak #rescue",0,276700,14,1679598848
920,7214196903968378118,2023-03-24,Felt like an eagle 🦅 on this one #skimboarding #fly #shorebreak,Felt like an eagle 🦅 on this one #skimboarding #fly #shorebreak,0,28600,14,1679686111
921,7214547239191055621,2023-03-25,Rockin trough waves 🌊🤘🏼 @Infamous Stiffs #skimboarding #shorebreak,Rockin trough waves 🌊🤘🏼 @Infamous Stiffs #skimboarding #shorebreak,0,38400,13,1679767683
922,7214956321236323589,2023-03-26,Slow motion hits different 🥰#skimboarding #shorebreak #slowmotion,Slow motion hits different 🥰#skimboarding #shorebreak #slowmotion,0,113400,13,1679862927
923,7215332508999732486,2023-03-27,"Last session in Portugal, capture and edit by @João Amado (johns.way on instagram) music by thdsmusics #skimboarding #shorebreak #slowmo #tricks","Last session in Portugal, capture and edit by @João Amado (johns.way on instagram) music by thdsmusics #skimboarding #shorebreak #slowmo #tricks",0,11400,61,1679950516
924,7215647917699304709,2023-03-28,To the lady that stole my focus 🫶🏼😂 filmed by @jonhs.way #sexylady #skimboarding #slide #slowmo #shorebreak,To the lady that stole my focus 🫶🏼😂 filmed by @jonhs.way #sexylady #skimboarding #slide #slowmo #shorebreak,0,30400,14,1680023953
925,7216057701124656390,2023-03-29,First time being part of a movie 🤩 (sci fi) @offripskim stay tuned for this! #skimboarding #movie,First time being part of a movie 🤩 (sci fi) @offripskim stay tuned for this! #skimboarding #movie,0,14200,13,1680119363
926,7216429064913997062,2023-03-30,Slow motion 🤝🏼 flying upside down #skimboarding #flying #aerial #shorebreak #slowmo,Slow motion 🤝🏼 flying upside down #skimboarding #flying #aerial #shorebreak #slowmo,0,37400,10,1680205827
927,7216768164477078789,2023-03-31,Skimboard tutorial - how to get more speed #tutorial #skimboarding #howtoskimboard,Skimboard tutorial - how to get more speed #tutorial #skimboarding #howtoskimboard,0,114700,167,1680284780
928,7217149819444399365,2023-04-01,"Replying to @vitorfraga_ no wipeout, no complete session 😂 #wipeout #caldo #skimboarding #shorebreak",Respondendo a @vitorfraga_ sem caldo a session não está completa 😂 #wipeout #caldo #skimboarding #shorebreak,1,30900,11,1680373641
929,7217546402476444933,2023-04-02,Definitely the hardest trick on a skimboard #skimboarding #varialflip #shorebreak #trick,Definitely the hardest trick on a skimboard #skimboarding #varialflip #shorebreak #trick,0,57700,7,1680465978
930,7217916649658273029,2023-04-03,Novelty wave in Portugal #skimboarding #siderwave #shorebreak,Novelty wave in Portugal #skimboarding #siderwave #shorebreak,0,135700,19,1680552184
931,7218259013585128710,2023-04-04,Just leaked the sexret of my performance 🫣,Just leaked the sexret of my performance 🫣,0,23700,15,1680631895
932,7218624734940990725,2023-04-05,"Any skimboarder dream, thanks life 🫶🏼 #skimboarding #shorebreak #liner #trick","Any skimboarder dream, thanks life 🫶🏼 #skimboarding #shorebreak #liner #trick",0,793400,9,1680717048
933,7219013651796135174,2023-04-06,My type of 🇺🇸 highway #skimboarding #shorebreak #highway #wave #slide,My type of 🇺🇸 highway #skimboarding #shorebreak #highway #wave #slide,0,23000,15,1680807600
934,7219527013965532421,2023-04-08,Back to back with my friend Zac Henderson in the most iconic sider #skimboarding #shorebreak #sider,Back to back with my friend Zac Henderson in the most iconic sider #skimboarding #shorebreak #sider,0,106700,33,1680927127
935,7219888986746096902,2023-04-09,"Most epic session i had in a while with @andre_magarao, california st...","Most epic session i had in a while with @andre_magarao, california st...",0,66700,66,1681011406
936,7220260703129570565,2023-04-10,Still working on it but so stoked I’ve been landing a couple! #skimboarding #varialflip #shorebreak #trick #wave,Still working on it but so stoked I’ve been landing a couple! #skimboarding #varialflip #shorebreak #trick #wave,0,31500,10,1681097952
937,7220481388040948998,2023-04-10,First time getting florida waves 🇺🇸 #skimeverything #slide #ollie #wave,First time getting florida waves 🇺🇸 #skimeverything #slide #ollie #wave,0,76100,8,1681149332
938,7220987355769965830,2023-04-12,The combo you need 🚁🌊 #skimboarding #slide #trick #5shuv,The combo you need 🚁🌊 #skimboarding #slide #trick #5shuv,0,114500,9,1681267140
939,7221343659059383557,2023-04-13,Sometimes you just need to go the distance for that barrel #skimboarding #barrel #slide,Sometimes you just need to go the distance for that barrel #skimboarding #barrel #slide,0,66200,10,1681350097
940,7221552662519581958,2023-04-13,Only a skimboard required 😌,Only a skimboard required 😌,0,179800,16,1681398758
941,7222095418086214918,2023-04-15,This in and out felt good,This in and out felt good,0,54300,10,1681525130
942,7222340337627319558,2023-04-15,🦅 to the 🌊,🦅 to the 🌊,0,41600,7,1681582153
943,7222839224398023941,2023-04-17,Skimboard tutorial Part 3 - Timing of the drop #skimboarding #tutorial #timing,Skimboard tutorial Part 3 - Timing of the drop #skimboarding #tutorial #timing,0,106200,117,1681698311
944,7223084231377898757,2023-04-17,Missing these big ones #skimboarding #shovit #bigwaves,Missing these big ones #skimboarding #shovit #bigwaves,0,191600,15,1681755355
945,7223417598992649477,2023-04-18,Helicopter combo to a wave 🚁 #skimboarding #3shovit #5shovit #wave #shorebreak,Helicopter combo to a wave 🚁 #skimboarding #3shovit #5shovit #wave #shorebreak,0,103100,8,1681832972
946,7223834122135915781,2023-04-19,The meca of skimboarding 🫶🏼 #california #skimboarding #shorebreak,The meca of skimboarding 🫶🏼 #california #skimboarding #shorebreak,0,85000,28,1681929956
947,7224317245193800965,2023-04-21,The worst it could happen #rescue #rescuegoeswrong #bigwaves,The worst it could happen #rescue #rescuegoeswrong #bigwaves,0,11000000,28,1682042439
948,7224595595812457734,2023-04-21,Good to be back 🇧🇷🫶🏼 so good to be back #skimboarding #sider #shorebreak,Good to be back 🇧🇷🫶🏼 muito bom estar de volta #skimboarding #sider #shorebreak,1,107100,17,1682107246
949,7224954041338547483,2023-04-22,Flying high #skimboarding #fly #shorebreak,Flying high #skimboarding #fly #shorebreak,0,59900,7,1682190704
950,7225327869654797573,2023-04-23,Sliding and flying for breakfast 😋 video by @johns.way #skimboarding #shorebreak #slide #fly #360,Sliding and flying for breakfast 😋 video by @johns.way #skimboarding #shorebreak #slide #fly #360,0,60200,13,1682277742
